ID,Edad,Ciudad,Puntaje,Ingreso
4963,37,Puebla,53,9841
4964,29,Monterrey,98,45729
4965,60,Monterrey,84,22102
4966,48,Toluca,99,42964
4967,44,Monterrey,89,24111
4968,49,Monterrey,61,16093
4969,27,Toluca,70,12546
4970,20,Toluca,65,36799
4971,62,Guadalajara,63,26584
4972,44,CDMX,70,24361
4973,52,CDMX,97,19484
4974,48,Guadalajara,76,19101
4975,32,CDMX,85,47774
4976,33,Monterrey,50,41248
4977,30,Guadalajara,50,47701
4978,52,Guadalajara,71,18261
4979,28,CDMX,64,18209
4980,38,Puebla,69,33647
4981,28,CDMX,52,13221
4982,47,Puebla,63,24877
4983,52,Guadalajara,58,30557
4984,39,Puebla,68,37998
4985,55,Monterrey,89,12526
4986,48,Toluca,83,43049
4987,31,Puebla,53,6251
4988,41,Toluca,82,37588
4989,49,Monterrey,92,11889
4990,53,Toluca,86,33766
4991,49,Monterrey,51,34146
4992,32,Toluca,76,39546
4993,60,Toluca,94,13052
4994,52,CDMX,66,37548
4995,20,Puebla,98,42638
4996,33,Toluca,99,6147
4997,22,Guadalajara,80,7847
4998,38,CDMX,90,25234
4999,27,Puebla,55,24454
5000,36,CDMX,80,38388
5001,42,Puebla,52,38731
5002,21,Monterrey,89,44983
5003,46,Toluca,52,48820
5004,36,Guadalajara,82,31076
5005,60,CDMX,62,35752
5006,19,CDMX,70,21003
5007,27,CDMX,86,12418
5008,60,CDMX,65,22710
5009,42,Toluca,70,5121
5010,37,Puebla,97,42081
5011,36,Toluca,93,32773
5012,40,Monterrey,62,22566
5013,41,Toluca,53,38562
5014,28,Toluca,80,47584
5015,63,Monterrey,58,25655
5016,51,Toluca,97,13483
5017,45,Puebla,82,37688
5018,22,Guadalajara,86,45094
5019,22,Monterrey,86,46450
5020,38,CDMX,73,30209
5021,29,Puebla,74,23556
5022,21,Guadalajara,90,32962
5023,59,Puebla,78,20638
5024,37,Puebla,89,43754
5025,55,CDMX,99,41675
5026,42,Guadalajara,96,26083
5027,31,Puebla,85,12081
5028,28,CDMX,64,18353
5029,49,Monterrey,94,24852
5030,28,CDMX,67,10760
5031,35,Toluca,69,18771
5032,44,CDMX,54,5490
5033,35,CDMX,67,9263
5034,40,CDMX,89,12769
5035,28,Puebla,50,30334
5036,38,Guadalajara,68,22581
5037,61,CDMX,72,37749
5038,22,CDMX,75,16635
5039,40,Toluca,98,6904
5040,58,Toluca,78,10269
5041,42,Monterrey,83,35968
5042,58,Monterrey,68,6650
5043,27,Toluca,97,17467
5044,39,Guadalajara,67,40959
5045,36,Monterrey,51,37795
5046,18,Guadalajara,76,27644
5047,24,Toluca,55,40518
5048,21,Monterrey,88,32280
5049,18,CDMX,55,7879
5050,32,Toluca,55,9357
5051,57,Monterrey,80,33301
5052,29,Guadalajara,90,15865
5053,39,Guadalajara,89,7832
5054,39,Monterrey,79,40877
5055,64,Guadalajara,70,33868
5056,34,Monterrey,90,47420
5057,46,Monterrey,93,36403
5058,63,Guadalajara,67,10758
5059,31,Puebla,72,7921
5060,37,CDMX,87,39201
5061,50,Toluca,72,9428
5062,60,CDMX,77,45466
5063,32,Toluca,85,13111
5064,29,Toluca,74,28247
5065,57,CDMX,56,35447
5066,37,Monterrey,67,17366
5067,47,Guadalajara,69,35564
5068,55,Puebla,54,14975
5069,20,Puebla,67,7642
5070,45,Puebla,91,45345
5071,43,CDMX,89,18849
5072,47,CDMX,82,41479
5073,30,Monterrey,64,24344
5074,30,Puebla,84,26214
5075,19,Monterrey,96,43226
5076,54,Puebla,95,31155
5077,55,CDMX,50,27522
5078,19,Guadalajara,70,11680
5079,53,Guadalajara,57,17507
5080,43,Guadalajara,56,14419
5081,28,Guadalajara,90,43753
5082,25,Toluca,99,27559
5083,61,Puebla,93,8160
5084,57,Guadalajara,89,49233
5085,60,Toluca,89,12872
5086,39,Toluca,79,12839
5087,37,Toluca,87,20652
5088,25,Monterrey,84,11859
5089,46,Monterrey,51,38520
5090,57,Toluca,95,18304
5091,43,Guadalajara,57,8980
5092,47,Puebla,87,44093
5093,34,CDMX,53,5425
5094,37,Monterrey,86,13141
5095,33,Guadalajara,70,15057
5096,63,Guadalajara,62,36803
5097,60,CDMX,58,9106
5098,24,CDMX,94,25087
5099,33,Guadalajara,78,6408
5100,62,CDMX,90,24865
5101,64,Guadalajara,73,43589
5102,44,CDMX,65,48130
5103,40,CDMX,61,44612
5104,41,Guadalajara,51,44163
5105,26,Toluca,68,46563
5106,52,Guadalajara,79,20843
5107,37,Puebla,65,33477
5108,54,CDMX,73,37457
5109,59,Monterrey,62,32330
5110,34,CDMX,54,34211
5111,64,Puebla,72,42569
5112,48,Monterrey,87,37667
5113,25,Monterrey,80,6758
5114,32,Guadalajara,66,43548
5115,48,Toluca,98,34169
5116,47,Guadalajara,98,16260
5117,63,Monterrey,52,37350
5118,37,Monterrey,75,46741
5119,56,Toluca,62,37678
5120,29,CDMX,93,22910
5121,34,Toluca,87,5840
5122,59,Guadalajara,71,22725
5123,47,CDMX,70,17299
5124,46,Guadalajara,78,34989
5125,36,Toluca,94,29505
5126,63,CDMX,95,10559
5127,28,Toluca,88,43694
5128,51,Puebla,54,37597
5129,24,Monterrey,63,13707
5130,61,CDMX,67,49422
5131,51,Monterrey,53,49039
5132,37,Puebla,82,45443
5133,55,CDMX,88,47107
5134,41,Monterrey,69,33019
5135,27,Monterrey,62,27841
5136,49,CDMX,85,24640
5137,32,Monterrey,94,40362
5138,54,Monterrey,53,41424
5139,37,CDMX,84,37626
5140,20,Monterrey,57,14740
5141,54,Monterrey,89,8155
5142,57,Guadalajara,98,28572
5143,25,Guadalajara,96,5978
5144,57,Puebla,85,15497
5145,61,Guadalajara,55,49843
5146,40,Guadalajara,71,24431
5147,57,Puebla,55,40357
5148,28,Monterrey,91,28167
5149,63,Monterrey,85,10942
5150,25,Guadalajara,58,23983
5151,46,Puebla,65,40276
5152,47,Monterrey,88,22577
5153,27,Toluca,95,10915
5154,56,CDMX,87,31333
5155,45,CDMX,82,7045
5156,53,CDMX,67,29180
5157,30,Guadalajara,61,46207
5158,49,CDMX,76,47344
5159,53,CDMX,96,14564
5160,54,Toluca,50,16105
5161,43,Monterrey,64,25056
5162,39,Toluca,96,37135
5163,21,Guadalajara,76,44949
5164,48,CDMX,65,37812
5165,35,Monterrey,70,9511
5166,55,CDMX,50,27772
5167,41,CDMX,78,20421
5168,40,Guadalajara,52,32116
5169,39,CDMX,61,12775
5170,19,Puebla,77,31946
5171,48,Monterrey,88,15707
5172,28,Monterrey,86,18372
5173,45,Puebla,80,45716
5174,63,Guadalajara,80,34814
5175,49,CDMX,82,27607
5176,22,CDMX,82,32957
5177,55,Monterrey,96,35278
5178,27,Guadalajara,89,48847
5179,57,Guadalajara,60,13216
5180,63,Guadalajara,95,15006
5181,41,CDMX,78,38993
5182,52,Guadalajara,74,39016
5183,61,Puebla,62,30354
5184,40,Toluca,93,24226
5185,34,Guadalajara,68,43466
5186,18,Toluca,85,22966
5187,48,CDMX,77,9848
5188,48,Guadalajara,53,47673
5189,59,Monterrey,52,16783
5190,59,CDMX,87,40906
5191,51,Puebla,86,15924
5192,26,Puebla,92,9642
5193,39,Toluca,74,10196
5194,30,Toluca,90,16155
5195,42,Monterrey,84,17055
5196,35,Monterrey,78,25152
5197,29,Puebla,90,43966
5198,57,Guadalajara,78,13072
5199,34,Puebla,61,20965
5200,32,Puebla,84,47456
5201,59,Monterrey,69,49687
5202,32,Toluca,66,36990
5203,32,Monterrey,61,26942
5204,56,Monterrey,99,47695
5205,30,Monterrey,85,31843
5206,34,Puebla,59,10490
5207,49,Guadalajara,67,26719
5208,26,Puebla,79,43684
5209,57,CDMX,57,23894
5210,37,Monterrey,90,35837
5211,43,Monterrey,62,49294
5212,44,CDMX,80,6746
5213,38,Monterrey,55,30071
5214,35,Monterrey,56,13170
5215,30,Monterrey,70,38401
5216,33,CDMX,87,17889
5217,26,Puebla,92,24104
5218,29,Monterrey,98,20140
5219,61,Guadalajara,77,32736
5220,55,CDMX,93,13152
5221,36,Toluca,70,24741
5222,24,CDMX,70,42160
5223,52,Puebla,73,43147
5224,35,CDMX,76,27354
5225,33,Toluca,76,13666
5226,56,Guadalajara,62,33403
5227,21,Toluca,99,47606
5228,42,CDMX,78,39726
5229,49,Toluca,88,44447
5230,57,CDMX,77,45116
5231,30,Guadalajara,86,10884
5232,62,Guadalajara,78,17312
5233,34,Puebla,97,46596
5234,54,Guadalajara,71,24998
5235,23,Monterrey,85,8820
5236,36,Toluca,79,9322
5237,30,Toluca,77,43235
5238,43,CDMX,72,43270
5239,31,Guadalajara,82,44217
5240,48,Puebla,53,29923
5241,21,Puebla,52,27942
5242,56,Puebla,81,38750
5243,25,Monterrey,53,37333
5244,42,Guadalajara,50,46691
5245,30,Puebla,61,27912
5246,49,Monterrey,62,26983
5247,55,Toluca,83,27074
5248,55,CDMX,78,48560
5249,45,Guadalajara,58,10905
5250,47,Guadalajara,80,30028
5251,20,Toluca,56,9073
5252,45,Guadalajara,62,7234
5253,20,Guadalajara,51,20273
5254,62,Guadalajara,82,12631
5255,51,Guadalajara,99,17061
5256,33,Monterrey,56,28818
5257,39,Monterrey,67,49667
5258,49,CDMX,57,28704
5259,55,Guadalajara,61,34362
5260,25,Toluca,92,15850
5261,25,Puebla,79,35638
5262,23,CDMX,58,21919
5263,31,Puebla,77,28884
5264,49,Puebla,53,36480
5265,52,Guadalajara,88,35697
5266,27,Toluca,66,23084
5267,20,Puebla,60,44807
5268,29,Puebla,51,35301
5269,48,CDMX,72,12114
5270,46,Toluca,99,35550
5271,22,Toluca,71,12469
5272,42,Puebla,75,11492
5273,58,Toluca,61,42112
5274,48,CDMX,81,6971
5275,38,CDMX,58,14644
5276,37,CDMX,92,31169
5277,56,Guadalajara,54,22096
5278,39,Puebla,75,41423
5279,21,Toluca,56,17534
5280,30,CDMX,78,17768
5281,62,Puebla,82,27625
5282,59,Puebla,73,44240
5283,37,Guadalajara,74,33660
5284,30,Toluca,80,29144
5285,34,Toluca,78,14640
5286,53,CDMX,54,25032
5287,50,CDMX,87,42892
5288,18,Puebla,94,31589
5289,32,Toluca,60,13650
5290,30,Toluca,81,7843
5291,34,CDMX,57,29357
5292,41,Monterrey,69,21976
5293,25,Puebla,83,5497
5294,44,Toluca,96,7134
5295,62,Guadalajara,91,23833
5296,40,Guadalajara,57,10412
5297,63,Monterrey,51,37666
5298,25,CDMX,70,9292
5299,25,CDMX,64,32387
5300,43,CDMX,55,36826
5301,64,Guadalajara,54,5026
5302,30,CDMX,52,17108
5303,56,Guadalajara,92,19470
5304,54,Monterrey,92,34785
5305,45,Puebla,65,7253
5306,42,Toluca,84,25026
5307,33,Monterrey,58,49258
5308,19,Guadalajara,84,34274
5309,35,Monterrey,68,47243
5310,34,Toluca,92,6086
5311,47,Puebla,95,29406
5312,56,Toluca,83,39783
5313,30,Guadalajara,88,26451
5314,49,Toluca,59,14907
5315,46,Monterrey,59,12123
5316,63,CDMX,69,31302
5317,47,Monterrey,50,12084
5318,35,Guadalajara,55,24847
5319,30,Puebla,95,27805
5320,60,Toluca,51,19248
5321,38,Puebla,87,9467
5322,47,Guadalajara,82,30384
5323,38,Toluca,52,7896
5324,34,Monterrey,85,15362
5325,57,Monterrey,62,24512
5326,36,Guadalajara,84,25639
5327,32,Toluca,64,47110
5328,26,Monterrey,94,22718
5329,27,Guadalajara,71,30093
5330,61,Guadalajara,92,28462
5331,48,Puebla,53,22672
5332,40,Monterrey,66,13937
5333,47,Toluca,54,33543
5334,50,Monterrey,70,27031
5335,26,Monterrey,73,43696
5336,64,Monterrey,80,22081
5337,18,Guadalajara,89,16226
5338,61,CDMX,79,21858
5339,52,CDMX,91,49936
5340,28,Puebla,56,35332
5341,51,Monterrey,98,44300
5342,33,CDMX,56,46470
5343,26,Puebla,76,30113
5344,49,Guadalajara,73,48220
5345,32,Monterrey,68,27016
5346,29,Toluca,90,10384
5347,50,Guadalajara,83,22750
5348,62,Puebla,71,22445
5349,31,Guadalajara,76,33904
5350,25,Toluca,55,40075
5351,25,Guadalajara,59,21691
5352,44,Puebla,94,34074
5353,29,Toluca,80,14188
5354,18,Toluca,74,30860
5355,60,Guadalajara,51,35171
5356,57,Toluca,59,34421
5357,59,Guadalajara,59,47089
5358,28,Monterrey,75,36990
5359,56,Toluca,54,5303
5360,60,Guadalajara,71,11486
5361,48,Monterrey,53,10566
5362,34,Toluca,83,26541
5363,50,Monterrey,56,8891
5364,49,Toluca,99,14046
5365,46,Puebla,66,34741
5366,38,Puebla,60,10724
5367,38,Guadalajara,99,27664
5368,57,CDMX,57,10350
5369,40,Puebla,77,46777
5370,23,CDMX,93,19025
5371,39,Monterrey,82,33225
5372,55,Monterrey,74,14164
5373,54,CDMX,70,41901
5374,62,Guadalajara,61,14370
5375,25,Toluca,75,37872
5376,58,CDMX,78,29830
5377,52,CDMX,87,28955
5378,28,CDMX,84,27985
5379,41,CDMX,86,28055
5380,38,CDMX,95,30166
5381,19,Guadalajara,93,46329
5382,57,Puebla,94,17389
5383,36,Toluca,94,24347
5384,56,Puebla,78,46623
5385,45,CDMX,98,21360
5386,34,Puebla,73,19214
5387,23,Guadalajara,64,32222
5388,36,Monterrey,55,11743
5389,55,Puebla,81,40356
5390,45,Toluca,93,39303
5391,19,Guadalajara,83,19698
5392,55,Monterrey,85,39796
5393,54,Guadalajara,69,34602
5394,21,CDMX,61,19947
5395,39,Monterrey,84,40537
5396,43,Toluca,98,27469
5397,60,Monterrey,87,11486
5398,53,Toluca,66,12241
5399,30,CDMX,76,35854
5400,49,Toluca,66,24371
5401,34,Guadalajara,60,45903
5402,58,Puebla,88,37524
5403,53,Guadalajara,51,27474
5404,63,Guadalajara,51,17667
5405,36,Monterrey,78,18801
5406,52,CDMX,94,47108
5407,63,Puebla,73,9405
5408,57,Toluca,73,7153
5409,45,Monterrey,65,30131
5410,18,CDMX,80,24680
5411,59,Puebla,98,24697
5412,35,Guadalajara,92,44064
5413,57,CDMX,58,40351
5414,50,CDMX,76,33283
5415,29,CDMX,90,33444
5416,25,Guadalajara,63,40811
5417,41,Toluca,94,27363
5418,33,Monterrey,74,49804
5419,21,Toluca,92,24646
5420,55,Puebla,93,44804
5421,61,Monterrey,71,21036
5422,44,Puebla,84,11726
5423,26,Guadalajara,82,41790
5424,64,Toluca,76,46160
5425,33,CDMX,89,23274
5426,29,Monterrey,75,29587
5427,48,CDMX,68,26555
5428,41,Puebla,94,15168
5429,31,CDMX,88,20103
5430,62,CDMX,94,30901
5431,42,Guadalajara,75,35567
5432,51,Guadalajara,55,18207
5433,20,Toluca,52,44432
5434,41,Puebla,55,28691
5435,59,Guadalajara,77,8556
5436,26,Guadalajara,52,45072
5437,43,Toluca,62,38133
5438,37,Monterrey,62,20893
5439,57,Toluca,62,20866
5440,27,CDMX,50,5656
5441,36,CDMX,89,46120
5442,20,Guadalajara,86,20096
5443,41,Guadalajara,80,20447
5444,22,Toluca,66,24854
5445,20,Toluca,58,26983
5446,44,Puebla,94,36196
5447,33,CDMX,62,17046
5448,32,Toluca,86,44194
5449,52,Monterrey,63,39529
5450,29,Puebla,60,5956
5451,58,Toluca,74,29560
5452,61,Guadalajara,80,29175
5453,43,Toluca,63,46041
5454,64,Guadalajara,56,26295
5455,51,Guadalajara,73,19855
5456,40,CDMX,98,23003
5457,48,CDMX,85,18036
5458,37,Toluca,91,47133
5459,29,Toluca,91,43773
5460,40,Monterrey,96,18844
5461,21,Puebla,93,5645
5462,40,Puebla,90,38146
5463,18,Toluca,52,44877
5464,42,CDMX,96,49693
5465,19,Monterrey,93,22524
5466,47,Puebla,75,25119
5467,20,Toluca,96,31589
5468,38,CDMX,75,22045
5469,42,CDMX,50,18163
5470,37,CDMX,64,29587
5471,39,Guadalajara,60,26593
5472,38,CDMX,86,38155
5473,50,Toluca,56,35802
5474,55,Monterrey,61,33409
5475,32,Toluca,87,15111
5476,63,CDMX,52,26119
5477,32,Monterrey,91,29675
5478,63,Puebla,75,40539
5479,42,Puebla,79,41937
5480,38,Toluca,81,28647
5481,41,Monterrey,85,31953
5482,22,Toluca,94,47823
5483,23,Monterrey,86,9019
5484,60,Monterrey,67,25654
5485,61,Toluca,50,43624
5486,64,Monterrey,70,33334
5487,40,CDMX,77,21418
5488,21,Monterrey,97,31742
5489,44,Monterrey,65,18682
5490,35,Toluca,97,49599
5491,38,Puebla,77,17164
5492,45,Guadalajara,71,12618
5493,52,Monterrey,68,8380
5494,39,Guadalajara,97,28927
5495,57,Monterrey,50,20163
5496,40,Toluca,80,24560
5497,20,Toluca,91,19725
5498,57,Monterrey,83,46135
5499,27,Toluca,95,9687
5500,42,Toluca,89,34962
5501,25,Monterrey,55,6586
5502,28,Puebla,77,13056
5503,22,Monterrey,52,10422
5504,62,Puebla,80,25042
5505,54,Toluca,65,5952
5506,62,Puebla,66,34532
5507,55,Toluca,93,43133
5508,46,Puebla,76,17521
5509,22,Puebla,73,15906
5510,26,Monterrey,69,7978
5511,19,Puebla,81,47769
5512,18,Toluca,84,36275
5513,57,Monterrey,62,48766
5514,47,Puebla,97,17343
5515,28,Monterrey,92,16951
5516,45,Guadalajara,69,19691
5517,61,Monterrey,97,16520
5518,29,Guadalajara,51,42676
5519,56,Guadalajara,53,16326
5520,43,Monterrey,76,35521
5521,30,Toluca,74,39727
5522,25,Toluca,53,42950
5523,45,Toluca,81,5805
5524,47,CDMX,66,40868
5525,26,Guadalajara,50,39343
5526,56,Monterrey,82,16922
5527,48,Toluca,79,13791
5528,38,Toluca,54,40383
5529,64,Monterrey,61,49331
5530,51,Guadalajara,87,20040
5531,48,Monterrey,81,30187
5532,42,CDMX,87,35860
5533,29,CDMX,66,31525
5534,18,Monterrey,94,43394
5535,39,Guadalajara,89,30136
5536,57,Toluca,81,48506
5537,54,CDMX,73,22010
5538,64,CDMX,61,44652
5539,18,Guadalajara,96,49222
5540,18,CDMX,80,16974
5541,59,CDMX,68,13866
5542,59,Guadalajara,78,23286
5543,38,Monterrey,70,20015
5544,32,Toluca,75,42140
5545,34,Toluca,77,31670
5546,39,CDMX,66,41610
5547,55,Toluca,58,25695
5548,52,Monterrey,70,29805
5549,62,CDMX,99,29190
5550,33,Toluca,83,12997
5551,25,Puebla,60,49452
5552,64,Puebla,69,27752
5553,34,Puebla,98,23069
5554,34,Puebla,99,35508
5555,43,Puebla,96,26517
5556,30,CDMX,88,46592
5557,34,Guadalajara,65,13524
5558,55,Guadalajara,78,15071
5559,34,CDMX,50,44077
5560,31,CDMX,67,46466
5561,62,Monterrey,71,25596
5562,23,Guadalajara,57,14781
5563,52,Puebla,56,45239
5564,63,CDMX,74,39759
5565,31,Puebla,79,47694
5566,64,Guadalajara,83,31839
5567,25,Toluca,93,7263
5568,32,Toluca,97,30002
5569,44,CDMX,90,43022
5570,30,Monterrey,60,30642
5571,48,Puebla,64,40579
5572,52,CDMX,84,17571
5573,23,Monterrey,72,22217
5574,22,Puebla,94,12227
5575,39,Guadalajara,70,46189
5576,40,Toluca,77,19207
5577,42,Monterrey,62,17672
5578,51,Puebla,83,46783
5579,43,CDMX,87,40286
5580,64,Puebla,55,25051
5581,22,CDMX,93,33879
5582,43,Toluca,53,33845
5583,37,Toluca,54,15015
5584,23,Puebla,89,47064
5585,23,Puebla,55,22425
5586,35,CDMX,70,26496
5587,21,CDMX,77,5707
5588,34,Monterrey,52,22767
5589,31,Monterrey,72,31467
5590,31,Monterrey,57,22686
5591,30,Puebla,68,12118
5592,24,Monterrey,60,16213
5593,61,Puebla,99,36485
5594,32,Toluca,59,20501
5595,36,Guadalajara,77,13868
5596,60,Toluca,69,34333
5597,64,Puebla,93,47523
5598,61,Puebla,77,39028
5599,52,Guadalajara,78,15545
5600,34,CDMX,57,5357
5601,52,CDMX,68,26788
5602,36,CDMX,97,43180
5603,37,Monterrey,70,41002
5604,53,CDMX,67,21802
5605,52,Monterrey,58,25339
5606,49,Monterrey,53,6593
5607,61,CDMX,90,9602
5608,57,CDMX,74,14577
5609,41,Guadalajara,83,35329
5610,34,Guadalajara,58,15943
5611,24,Monterrey,58,38012
5612,60,Guadalajara,67,9572
5613,18,Monterrey,60,21250
5614,52,Puebla,62,21633
5615,49,Monterrey,87,49053
5616,53,Monterrey,58,44388
5617,30,Guadalajara,65,31171
5618,23,Puebla,53,10869
5619,31,Toluca,83,10971
5620,54,Toluca,56,18957
5621,32,Toluca,64,10968
5622,64,Puebla,87,26253
5623,21,CDMX,60,30941
5624,57,Puebla,81,12647
5625,33,Guadalajara,76,30499
5626,45,Monterrey,79,36785
5627,33,Monterrey,66,21457
5628,21,Guadalajara,85,14000
5629,62,Guadalajara,68,42909
5630,43,Monterrey,56,39894
5631,45,CDMX,92,23588
5632,49,CDMX,94,11470
5633,62,CDMX,70,20473
5634,19,Guadalajara,77,21161
5635,48,Monterrey,52,25063
5636,20,Monterrey,63,17908
5637,25,Monterrey,51,16850
5638,41,Puebla,78,5984
5639,32,Puebla,67,12187
5640,60,Toluca,86,32856
5641,48,Puebla,94,25339
5642,26,CDMX,94,48613
5643,56,CDMX,73,43481
5644,62,CDMX,95,19083
5645,19,CDMX,61,48906
5646,25,Toluca,94,30435
5647,24,CDMX,81,7085
5648,61,Guadalajara,67,35837
5649,56,Guadalajara,62,44301
5650,59,Guadalajara,53,21183
5651,33,Puebla,72,40495
5652,52,Monterrey,59,38144
5653,47,Toluca,54,44760
5654,27,Guadalajara,99,27084
5655,55,Guadalajara,89,42458
5656,35,CDMX,63,6065
5657,22,Guadalajara,83,8682
5658,46,CDMX,77,37488
5659,56,CDMX,57,36460
5660,51,Monterrey,65,13820
5661,60,Puebla,80,23757
5662,62,CDMX,56,28146
5663,40,CDMX,52,13058
5664,22,Monterrey,78,27852
5665,47,CDMX,85,19118
5666,23,Toluca,88,41742
5667,63,Puebla,53,11659
5668,61,Toluca,58,9841
5669,21,Guadalajara,66,23335
5670,46,Puebla,98,25305
5671,40,Guadalajara,69,8424
5672,23,CDMX,63,19538
5673,49,Monterrey,95,47285
5674,59,Toluca,78,8769
5675,35,Guadalajara,62,36586
5676,32,CDMX,85,31447
5677,57,Toluca,94,25015
5678,49,Toluca,66,40078
5679,26,Guadalajara,96,7343
5680,54,CDMX,99,8386
5681,27,Monterrey,92,40107
5682,37,Guadalajara,53,5683
5683,23,Toluca,69,30451
5684,20,Toluca,60,6054
5685,59,Puebla,91,28595
5686,28,CDMX,71,25398
5687,60,Puebla,94,28685
5688,34,Monterrey,57,5348
5689,49,Guadalajara,77,33890
5690,21,Toluca,94,21362
5691,21,CDMX,90,38790
5692,34,Toluca,79,30025
5693,58,Puebla,82,5503
5694,36,Puebla,82,46045
5695,22,Guadalajara,96,49282
5696,49,CDMX,85,18576
5697,39,CDMX,76,38290
5698,23,Guadalajara,69,16884
5699,52,Puebla,82,30205
5700,39,Puebla,74,37785
5701,18,Puebla,93,6268
5702,37,Toluca,92,6176
5703,39,Monterrey,68,23016
5704,28,Puebla,96,17745
5705,30,Monterrey,70,16961
5706,59,Monterrey,91,41381
5707,20,CDMX,82,46712
5708,26,Guadalajara,52,44358
5709,29,Toluca,63,11768
5710,40,Monterrey,64,23972
5711,31,Toluca,82,38089
5712,50,CDMX,91,12626
5713,35,Puebla,71,33403
5714,58,Monterrey,50,34032
5715,26,Guadalajara,80,35226
5716,40,CDMX,96,33783
5717,27,Toluca,84,13403
5718,36,Puebla,69,47216
5719,64,Toluca,81,34619
5720,22,Guadalajara,61,7619
5721,64,Monterrey,65,6347
5722,40,Guadalajara,57,8164
5723,47,Toluca,63,18559
5724,42,Toluca,67,32788
5725,45,Guadalajara,79,38678
5726,51,Guadalajara,82,12166
5727,62,Guadalajara,83,40219
5728,64,Puebla,93,49763
5729,42,Toluca,98,5403
5730,27,CDMX,83,15033
5731,31,Puebla,98,32224
5732,59,Puebla,56,23074
5733,63,Puebla,55,8485
5734,47,CDMX,55,14448
5735,58,Guadalajara,71,25672
5736,42,Toluca,57,18410
5737,31,Monterrey,86,19262
5738,52,Monterrey,64,32760
5739,51,Toluca,75,14834
5740,27,CDMX,88,37279
5741,52,Monterrey,52,32928
5742,28,Puebla,59,25829
5743,28,Monterrey,52,27843
5744,38,Toluca,79,39712
5745,38,Puebla,95,24955
5746,39,Monterrey,71,39328
5747,62,Toluca,52,36632
5748,24,CDMX,50,42515
5749,34,Toluca,82,12154
5750,19,CDMX,68,33170
5751,29,Puebla,85,36163
5752,59,Toluca,83,17085
5753,35,Guadalajara,80,32244
5754,28,Guadalajara,92,10327
5755,33,Guadalajara,73,22139
5756,35,Guadalajara,61,30875
5757,52,Guadalajara,62,38264
5758,43,CDMX,65,18060
5759,33,Toluca,65,20656
5760,23,Puebla,69,23805
5761,61,Guadalajara,90,39366
5762,60,Guadalajara,97,33855
5763,64,Puebla,76,9127
5764,64,Puebla,88,43319
5765,59,Guadalajara,62,8590
5766,29,CDMX,53,17973
5767,30,Puebla,81,21845
5768,21,Toluca,94,42734
5769,56,Toluca,89,32281
5770,19,CDMX,83,49283
5771,43,Monterrey,88,21549
5772,44,CDMX,92,32623
5773,44,Guadalajara,66,39496
5774,32,Monterrey,73,29080
5775,25,Guadalajara,78,9697
5776,24,Toluca,95,20730
5777,64,Puebla,77,33245
5778,63,Guadalajara,94,49134
5779,57,Toluca,96,36313
5780,29,CDMX,71,23557
5781,30,Guadalajara,77,5037
5782,60,Toluca,74,34908
5783,34,Puebla,90,45254
5784,34,Guadalajara,52,7021
5785,53,Toluca,62,44648
5786,38,Guadalajara,80,42289
5787,25,Puebla,62,13839
5788,22,Guadalajara,90,36005
5789,43,Guadalajara,67,8302
5790,33,Toluca,86,13511
5791,53,Monterrey,92,25991
5792,45,Guadalajara,83,44136
5793,46,Monterrey,66,48513
5794,64,CDMX,70,14914
5795,29,Guadalajara,85,14948
5796,54,Monterrey,99,49638
5797,47,CDMX,89,33354
5798,40,Toluca,68,10873
5799,33,Guadalajara,61,36461
5800,31,Toluca,77,12498
5801,27,CDMX,60,28556
5802,24,Toluca,97,37606
5803,62,Toluca,86,32091
5804,54,Puebla,77,10635
5805,46,CDMX,84,38532
5806,20,Toluca,93,27690
5807,32,Monterrey,64,22036
5808,53,CDMX,65,49562
5809,64,Puebla,94,15321
5810,63,Guadalajara,56,34152
5811,36,Toluca,96,25348
5812,30,Monterrey,52,25995
5813,59,Puebla,80,29762
5814,38,CDMX,61,5145
5815,54,Toluca,57,10101
5816,44,Puebla,74,9247
5817,46,Puebla,93,14578
5818,37,Monterrey,99,9188
5819,42,Guadalajara,84,36774
5820,23,Guadalajara,61,48547
5821,53,Guadalajara,70,7696
5822,19,CDMX,75,46008
5823,39,Puebla,51,24713
5824,49,CDMX,63,49549
5825,33,Puebla,95,48548
5826,35,Monterrey,53,35875
5827,22,Monterrey,66,30350
5828,53,CDMX,96,9641
5829,47,CDMX,97,10559
5830,62,Monterrey,54,39028
5831,36,Toluca,73,16631
5832,40,Guadalajara,98,40816
5833,51,Guadalajara,56,7023
5834,30,Monterrey,72,30656
5835,60,Guadalajara,96,25654
5836,46,Toluca,66,26717
5837,53,Toluca,61,39842
5838,39,Puebla,60,37550
5839,64,CDMX,60,40080
5840,53,Guadalajara,83,8474
5841,26,Toluca,96,19171
5842,56,CDMX,86,8260
5843,36,CDMX,99,10618
5844,55,Puebla,78,39118
5845,23,CDMX,97,14285
5846,64,CDMX,85,43816
5847,32,Monterrey,76,13141
5848,37,Puebla,91,33352
5849,26,Puebla,71,49056
5850,49,Guadalajara,51,28707
5851,21,CDMX,96,27161
5852,35,Guadalajara,85,6854
5853,22,Toluca,97,23650
5854,37,CDMX,79,21944
5855,40,Toluca,56,12546
5856,28,Monterrey,61,12207
5857,54,CDMX,52,34268
